,long_name,player_positions,overall,value_eur,age,club_position,preferred_foot,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure
15171,Daryl Michael Murphy,ST,60,80000.0,38,SUB,Left,3,2,1,35.0,62.0,56.0,52.0,31.0,67.0,60,60,68,55,60,50,63,52,50,62,34,35,28,59,32,65,66,31,84,60,70,37,66,58,66,63
15181,Jake Matthew Hyde,ST,60,210000.0,31,LS,Right,3,2,1,64.0,59.0,50.0,59.0,27.0,70.0,46,60,60,55,51,57,44,48,44,59,63,65,68,58,64,59,75,71,74,56,57,20,61,54,60,59
15193,Jamie Tyrrell Reid,ST,60,300000.0,26,SUB,Right,4,3,1,76.0,59.0,49.0,59.0,21.0,68.0,38,58,54,50,52,58,56,52,47,57,75,76,71,56,58,64,65,75,70,59,55,12,60,55,60,56
15195,Rory Nicholas Gaffney,ST,60,210000.0,31,ST,Right,4,2,1,54.0,60.0,53.0,54.0,38.0,64.0,54,62,62,56,55,51,50,48,47,58,53,55,48,61,54,61,67,61,70,56,51,34,62,55,57,54
15197,Kwame Blair Thomas,"ST, LW",60,375000.0,25,SUB,Left,3,3,1,72.0,58.0,48.0,57.0,36.0,68.0,42,61,64,53,53,56,47,41,40,58,69,75,58,56,61,59,85,64,72,54,61,32,58,51,55,53
15198,Harrison Andreas Panayiotou,ST,60,300000.0,26,RES,Right,3,2,1,78.0,57.0,47.0,60.0,29.0,64.0,41,58,57,53,49,57,43,42,32,59,76,79,74,57,69,57,71,50,73,53,56,23,59,56,60,58
15215,Emmanuel Aghogho Dieseruvwe,ST,60,325000.0,26,SUB,Right,3,2,1,67.0,58.0,46.0,53.0,27.0,72.0,39,59,61,54,50,54,43,36,40,57,63,70,42,59,33,60,34,53,89,53,64,20,60,47,58,55
15225,Kent Håvard Eriksen,ST,60,240000.0,30,ST,Right,3,2,1,67.0,62.0,40.0,53.0,32.0,64.0,34,64,61,43,52,52,45,29,34,59,63,70,49,55,43,66,71,66,75,55,33,20,58,49,62,51
15231,Kristian Fardal Opseth,ST,60,210000.0,31,SUB,Left,4,2,1,58.0,61.0,54.0,57.0,25.0,68.0,58,60,61,58,49,58,62,63,42,58,62,55,57,54,53,67,71,59,80,60,50,16,59,49,59,49
15232,Alexander Louis Jakubiak,"ST, LM",60,375000.0,24,SUB,Right,3,3,1,79.0,58.0,50.0,63.0,25.0,58.0,35,60,53,60,50,64,60,30,53,63,80,79,71,55,71,60,53,67,65,53,28,33,50,46,61,47
15233,Donovan Junior Wilson,ST,60,400000.0,24,LS,Left,3,2,1,78.0,59.0,46.0,59.0,22.0,62.0,45,59,56,50,51,57,44,33,44,59,77,79,73,52,63,64,78,67,69,55,35,16,60,47,57,50
15248,Julius Düker,"ST, RM",60,325000.0,25,LS,Left,3,2,1,66.0,57.0,53.0,61.0,34.0,69.0,58,58,61,55,56,61,54,36,37,62,66,66,61,61,66,60,77,71,77,54,42,35,55,58,53,48
15258,Shayon Adam Harrison,"ST, RW, LM",60,500000.0,23,SUB,Left,3,3,1,74.0,58.0,45.0,61.0,21.0,60.0,45,62,57,49,51,60,42,27,41,58,75,73,73,59,70,57,65,63,62,50,49,14,58,44,63,52
15265,Daniel Ebenezer Kwasi Agyei,ST,60,500000.0,24,SUB,Left,3,3,1,73.0,57.0,49.0,60.0,29.0,67.0,39,58,57,56,49,59,55,33,41,60,75,72,64,56,60,61,79,59,73,51,60,25,60,54,59,65
15279,Onyekachi Hope Ugwuadu,"LW, ST",60,400000.0,24,SUB,Right,3,3,1,85.0,56.0,48.0,62.0,25.0,63.0,45,58,54,52,37,60,45,28,39,61,85,85,73,57,73,59,64,51,73,53,54,26,57,54,61,57
15291,George Miller,ST,60,500000.0,23,ST,Right,3,2,1,75.0,59.0,43.0,61.0,31.0,67.0,29,60,60,53,53,58,59,32,34,60,74,76,76,54,76,61,73,67,66,58,67,40,57,45,55,58
15300,Jonah Ananias Paul Ayunga,ST,60,400000.0,24,RES,Right,3,2,1,75.0,58.0,47.0,57.0,32.0,66.0,55,59,59,52,53,58,51,32,42,57,70,79,60,58,54,60,66,64,71,55,57,21,60,38,61,49
15305,Henrik Udahl,ST,60,500000.0,24,SUB,Right,3,2,1,71.0,60.0,44.0,54.0,21.0,57.0,30,67,56,52,44,52,41,29,50,56,71,71,50,55,65,54,67,64,59,52,40,10,67,44,65,56
15316,Raphael Assibey-Mensah,"CF, ST",60,550000.0,21,SUB,Right,2,2,1,79.0,58.0,52.0,61.0,25.0,58.0,53,62,38,57,48,61,50,36,42,58,81,77,69,59,71,59,48,51,67,53,45,23,60,55,55,49
15320,Marcel Holzer,ST,60,375000.0,22,SUB,Right,4,2,1,67.0,58.0,50.0,59.0,32.0,60.0,46,57,63,58,54,61,51,24,51,62,65,68,51,55,62,65,65,43,72,55,49,16,56,45,55,49
15321,Halldor Østervold Stenevik,"RW, LB",60,600000.0,21,RW,Right,3,2,1,72.0,52.0,55.0,62.0,45.0,53.0,62,55,45,57,39,62,48,41,46,60,72,72,73,54,69,54,56,66,52,48,37,38,56,55,49,49
15326,Damir Ceter Valencia,ST,60,550000.0,23,RES,Right,3,2,1,49.0,62.0,35.0,51.0,33.0,67.0,23,62,71,42,51,44,27,29,20,57,46,52,58,58,51,66,71,55,82,59,45,21,64,48,60,48
15338,Omar Khalid Chaaban Bugiel,ST,60,300000.0,27,RS,Right,4,2,1,66.0,58.0,47.0,57.0,31.0,77.0,36,58,60,55,50,56,49,41,39,58,65,67,54,56,58,65,77,67,85,53,70,23,60,53,57,56
15339,Theodore Valentine Archibald,RW,60,350000.0,23,LW,Left,4,3,1,75.0,57.0,56.0,63.0,51.0,64.0,57,56,45,56,49,63,61,55,54,60,74,76,75,53,78,63,60,74,61,58,60,49,54,55,58,49
15352,Richard Bennett,ST,60,240000.0,30,SUB,Left,3,2,1,56.0,59.0,42.0,54.0,25.0,76.0,27,61,63,52,49,53,29,24,35,59,50,60,55,53,37,63,66,70,81,52,71,19,62,50,54,58
15355,Callum Hendry,ST,60,550000.0,23,SUB,Right,4,3,1,69.0,60.0,48.0,64.0,24.0,64.0,45,63,62,52,55,64,60,62,40,63,69,69,65,52,72,59,65,62,65,60,66,20,54,45,53,65
15359,Giuseppe Borello,RW,60,400000.0,22,SUB,Left,4,2,1,63.0,53.0,58.0,66.0,33.0,43.0,63,50,42,59,58,68,60,50,50,67,65,62,62,46,85,64,49,50,40,46,40,25,50,60,62,50
15360,Tyler Smith,ST,60,550000.0,22,SUB,Right,3,2,1,79.0,59.0,46.0,63.0,21.0,46.0,33,61,55,54,54,63,52,30,40,61,78,80,75,55,72,58,59,59,45,55,30,15,59,51,57,57
15373,Junior Chukwuemeka Ogedi-Uzokwe,"ST, LM",60,275000.0,27,RS,Right,3,3,1,86.0,59.0,50.0,61.0,29.0,60.0,52,61,46,52,51,59,53,33,41,58,85,87,77,54,68,57,72,64,58,56,57,19,63,54,59,59
15387,Alejandro José Marqués Méndez,ST,60,600000.0,20,SUB,Right,3,2,1,68.0,61.0,44.0,62.0,34.0,58.0,36,65,63,49,43,62,42,37,34,63,66,70,65,55,66,62,64,54,64,57,45,26,53,52,61,56
15390,Ahmed Awad Mohammad,ST,60,250000.0,29,SUB,Left,3,3,1,66.0,60.0,55.0,64.0,25.0,54.0,51,62,53,59,54,62,54,50,49,67,64,67,71,55,71,60,66,61,57,59,36,26,59,59,47,60
15394,Ryan Cassidy,ST,60,550000.0,20,RES,Right,3,3,1,74.0,59.0,47.0,60.0,23.0,54.0,39,61,58,54,56,57,47,36,40,59,76,73,72,58,83,59,66,65,53,54,40,21,61,51,60,57
15404,Moritz Broschinski,"ST, RM",60,600000.0,20,SUB,Right,3,3,1,76.0,58.0,46.0,58.0,23.0,60.0,44,61,57,53,54,58,47,30,41,56,70,80,64,57,67,63,74,54,67,52,44,20,56,42,50,47
15409,Sinan Karweina,"ST, LM, CAM",60,375000.0,22,SUB,Right,3,2,1,73.0,59.0,49.0,65.0,21.0,45.0,48,62,55,59,61,62,33,27,45,61,70,76,85,60,85,60,71,56,37,48,47,18,64,46,55,57
15416,Myles Elliot Zach Hippolyte,"LW, LM",60,300000.0,26,SUB,Left,3,3,1,85.0,58.0,54.0,60.0,24.0,66.0,54,58,45,57,54,60,55,36,52,58,83,86,68,51,64,61,52,64,70,55,61,20,55,54,58,53
15417,Chinedu Ekene,"ST, RM",60,550000.0,21,SUB,Right,3,2,1,68.0,58.0,47.0,58.0,26.0,69.0,49,60,57,50,50,57,49,37,38,56,69,67,65,55,79,62,65,63,80,54,52,20,59,47,49,50
15421,Lucas Felix Krüger,"ST, LM",60,550000.0,21,SUB,Right,3,2,1,76.0,55.0,46.0,58.0,26.0,60.0,49,59,64,53,53,57,43,33,37,56,74,77,69,54,68,54,65,59,65,49,48,25,61,42,47,48
15422,Joseph Hungbo,"LW, LWB",60,600000.0,21,SUB,Left,3,3,1,72.0,53.0,52.0,63.0,33.0,44.0,56,56,40,54,52,62,48,43,48,63,73,71,76,52,63,54,33,47,45,46,41,26,56,52,52,49
15428,Isaac Olaofe,"ST, LW",60,550000.0,21,SUB,Right,3,3,1,90.0,57.0,46.0,64.0,19.0,57.0,40,61,53,54,48,63,47,31,39,59,89,90,84,56,83,56,63,69,57,51,41,18,59,48,58,55
15442,Fabrice Daniel Hartmann,ST,60,600000.0,20,RES,Right,3,2,1,76.0,64.0,48.0,63.0,24.0,46.0,52,68,45,50,58,63,45,42,43,63,77,75,74,45,71,65,50,60,45,58,32,18,64,44,55,60
15446,Benjamin Hadžić,ST,60,400000.0,22,RES,Right,3,3,1,45.0,60.0,48.0,57.0,27.0,67.0,37,66,65,56,58,56,42,39,35,59,48,42,54,57,60,57,62,60,75,50,57,21,62,57,62,55
15466,Paul Milton Glatzel,ST,60,600000.0,20,RW,Left,3,3,1,73.0,60.0,53.0,62.0,30.0,52.0,56,60,55,55,56,60,54,40,45,60,76,71,77,60,76,62,64,60,49,60,45,20,58,53,55,55
15473,Geani Mihai Crețu,"RW, RM, RB",60,400000.0,21,RB,Right,3,3,1,71.0,50.0,58.0,63.0,54.0,61.0,57,44,42,62,45,61,48,46,59,61,72,70,73,61,73,60,73,58,63,56,57,55,54,57,43,62
15476,Ianis Stoica,"RW, ST, CF",60,625000.0,18,SUB,Right,3,3,1,87.0,58.0,53.0,63.0,28.0,59.0,58,60,32,55,48,61,58,40,54,62,83,90,83,42,76,65,45,62,58,50,60,25,51,44,53,63
15477,Ștefan Miluță Blănaru,"ST, LW",60,200000.0,32,LW,Right,2,2,1,67.0,60.0,54.0,55.0,23.0,64.0,53,67,47,58,64,52,35,43,42,54,63,70,69,43,69,62,67,70,72,39,37,36,70,62,58,61
15482,Andrei Ahmed Bani Mustafa,"RW, LW, CAM",60,525000.0,18,RES,Left,2,2,1,82.0,51.0,51.0,65.0,22.0,46.0,55,52,35,55,45,64,46,30,48,63,80,83,81,52,88,57,57,55,37,41,52,20,54,48,52,46
15489,Ruel Dimitrios Sotiriou,"LW, LM",60,600000.0,20,SUB,Right,2,3,1,82.0,55.0,51.0,61.0,19.0,56.0,52,57,50,55,43,61,49,44,43,58,83,81,71,53,69,56,61,66,59,52,37,14,54,53,54,50
15493,Søren Tengstedt,"RW, ST",60,600000.0,21,SUB,Left,4,2,1,76.0,57.0,51.0,63.0,21.0,59.0,50,58,52,56,45,64,51,58,46,63,74,77,65,55,60,68,64,61,66,49,40,15,54,47,53,53
15498,Lassine Sinayoko,ST,60,600000.0,21,SUB,Right,3,2,1,55.0,62.0,44.0,56.0,20.0,61.0,35,66,59,53,53,51,35,32,35,61,58,53,61,59,59,58,70,52,72,59,43,17,58,47,68,54
15500,Ioan Andrei Vasile Dumiter,ST,60,550000.0,22,SUB,Right,2,2,1,69.0,58.0,52.0,58.0,46.0,68.0,51,60,55,55,55,56,43,50,42,57,70,69,68,59,70,62,70,65,71,51,65,52,61,60,60,58
15501,Fabio Tavares,"ST, RW",60,600000.0,20,RES,Right,2,2,1,86.0,58.0,46.0,59.0,26.0,56.0,37,62,44,54,47,60,52,34,40,55,84,87,70,55,69,60,55,66,56,47,44,19,64,46,56,54
15503,Kyle Joseph,ST,60,600000.0,19,SUB,Right,3,2,1,75.0,59.0,44.0,60.0,19.0,55.0,39,62,55,52,53,60,38,31,40,60,76,75,68,57,66,59,78,64,60,55,27,10,62,45,56,48
15511,Kieran James Phillips,"ST, RM",60,550000.0,21,RM,Right,2,2,1,73.0,60.0,51.0,59.0,33.0,66.0,51,62,57,55,52,57,53,34,44,59,72,73,68,57,70,60,66,75,65,56,59,31,61,55,58,56
15515,Bobby Duncan,ST,60,550000.0,20,RES,Left,3,3,1,66.0,60.0,53.0,62.0,25.0,57.0,52,63,56,57,52,62,54,42,44,63,68,64,64,57,70,60,66,56,53,56,65,17,63,58,60,57
15525,Carlos Kevin Omoruyi Benjamin,ST,60,650000.0,20,RES,Right,2,3,1,52.0,61.0,47.0,58.0,26.0,67.0,36,64,60,58,54,58,38,29,41,59,52,52,53,57,62,65,58,61,74,55,59,20,54,51,57,49
15539,Ege Özkayımoğlu,ST,60,650000.0,19,RES,Right,3,2,1,69.0,59.0,47.0,59.0,31.0,60.0,42,62,68,53,60,60,50,31,38,58,69,69,68,52,61,57,70,60,58,52,61,23,61,52,63,52
15541,Isak Jansson,CF,60,600000.0,19,SUB,Right,3,3,1,79.0,52.0,50.0,65.0,40.0,67.0,45,52,42,56,40,63,31,29,55,65,82,76,84,55,84,56,73,80,62,53,63,38,61,52,36,42
15542,Jacob Bergström,ST,60,325000.0,26,RS,Right,3,2,1,60.0,57.0,41.0,56.0,33.0,75.0,23,57,68,48,57,57,28,31,44,58,61,60,56,54,35,59,63,59,92,53,56,35,60,51,59,54
15546,Aune Selland Heggebø,ST,60,600000.0,19,ST,Right,3,2,1,67.0,59.0,46.0,62.0,21.0,58.0,30,61,56,58,51,63,50,30,39,60,68,67,70,52,73,58,58,71,63,56,31,18,60,49,61,48
15556,Jeriel Nicolás De Santis Córdova,ST,60,525000.0,19,RES,Right,3,2,1,65.0,60.0,42.0,58.0,33.0,64.0,37,63,62,47,61,60,45,39,39,57,62,68,60,53,49,64,62,55,75,51,50,28,59,40,54,49
15564,Ricky-Jade Jones,ST,60,675000.0,18,RES,Right,3,3,1,92.0,59.0,51.0,60.0,28.0,56.0,45,60,54,55,55,58,52,43,46,56,91,92,82,55,63,59,56,57,57,57,52,28,59,53,59,56
15595,Jake Scrimshaw,"ST, LW",60,550000.0,20,SUB,Right,3,2,1,76.0,59.0,46.0,60.0,23.0,64.0,41,61,54,52,55,57,53,42,42,59,77,76,74,57,77,60,69,67,63,55,60,20,61,43,57,56
15615,Christopher Lungoyi,"ST, LW",60,600000.0,20,SUB,Right,3,3,1,90.0,53.0,49.0,65.0,24.0,63.0,50,57,50,51,46,65,46,38,41,61,92,89,89,54,78,53,71,54,66,45,66,26,61,54,41,48
15619,Jamie Gullan,"ST, LM",60,550000.0,21,SUB,Right,4,3,1,71.0,61.0,50.0,58.0,23.0,63.0,52,61,54,53,53,59,57,48,32,56,73,70,59,56,64,74,59,70,64,53,53,25,57,56,62,57
15628,Faris Pemi Moumbagna,ST,60,550000.0,21,SUB,Left,3,2,1,80.0,56.0,48.0,58.0,25.0,58.0,43,59,55,52,47,58,51,35,44,57,78,82,62,59,59,55,70,54,68,54,36,21,60,53,47,57
15633,Cyril Bohui Zabou,"LW, RW, CM",60,325000.0,25,SUB,Right,4,3,1,79.0,46.0,54.0,67.0,18.0,36.0,45,46,22,63,63,69,64,42,48,68,78,79,76,41,64,48,30,42,40,36,22,12,58,51,41,62
15639,Gianni Mollo,ST,60,550000.0,20,SUB,Right,2,2,1,61.0,63.0,47.0,57.0,32.0,58.0,38,67,56,56,45,55,48,45,33,58,69,55,63,55,70,64,64,55,63,60,49,25,59,50,60,55
15640,Marcos Celorrio Yécora,"ST, LM",60,400000.0,24,SUB,Right,3,2,1,72.0,58.0,45.0,58.0,19.0,61.0,32,61,54,54,46,57,44,28,35,59,70,73,58,59,64,58,64,57,68,55,46,14,60,55,61,59
15644,Max Thompson,"ST, RM",60,600000.0,19,RES,Right,3,2,1,66.0,59.0,48.0,58.0,26.0,53.0,40,60,63,57,52,55,48,35,38,62,68,64,61,54,69,61,62,50,60,58,39,21,59,52,60,53
15654,Dustin Willms,"ST, LM",60,550000.0,22,LM,Left,3,3,1,86.0,56.0,53.0,63.0,40.0,62.0,50,60,45,56,51,64,60,30,48,59,83,89,80,54,61,57,57,71,61,50,54,38,60,56,49,52
15657,Morad El Haddouti,RW,60,400000.0,23,RES,Left,3,3,1,78.0,54.0,50.0,69.0,31.0,44.0,47,54,40,50,57,72,53,48,47,64,80,76,80,52,75,59,47,51,45,47,30,26,50,54,56,53
15665,Hugo Novoa Ramos,ST,60,625000.0,18,RES,Right,3,2,1,54.0,63.0,45.0,62.0,22.0,45.0,36,68,63,50,47,58,42,38,42,62,55,54,77,63,75,62,65,53,41,58,38,15,60,48,60,52
15673,Raúl Moro Prescoli,"LW, CF",60,675000.0,18,RES,Right,3,2,1,68.0,52.0,52.0,67.0,27.0,36.0,50,56,31,57,46,69,52,43,41,66,71,66,75,49,82,53,44,45,30,45,36,23,55,58,47,50
15681,Paul Méliande,LW,60,575000.0,19,SUB,Right,2,2,1,65.0,52.0,61.0,62.0,51.0,51.0,56,53,51,66,49,60,50,48,65,62,62,67,65,58,71,56,60,53,54,47,39,44,57,62,54,62
15687,Francisco Mwepu,ST,60,550000.0,21,SUB,Right,3,2,1,82.0,60.0,41.0,61.0,23.0,54.0,31,65,57,48,45,62,34,28,35,58,80,84,72,53,72,58,61,62,58,55,31,22,54,50,57,49
15689,Ademipo Ibrahim Odubeko,ST,60,625000.0,18,SUB,Right,3,2,1,74.0,59.0,45.0,56.0,23.0,55.0,40,62,58,49,57,55,49,37,39,56,72,75,57,62,60,58,63,54,58,55,49,20,59,46,60,60
15691,Ricky Samuel Korboa,"RW, LW, ST",60,325000.0,24,SUB,Right,3,3,1,84.0,54.0,52.0,62.0,48.0,56.0,56,54,42,53,50,60,51,52,45,59,83,84,81,54,75,57,50,65,57,53,45,52,56,53,52,55
15700,Samed Onur,"LW, CAM",60,525000.0,18,RES,Left,3,2,1,67.0,58.0,53.0,66.0,29.0,42.0,50,64,39,62,42,66,44,41,49,67,69,66,71,47,76,59,37,45,38,48,47,27,56,48,59,49
15703,Toluwalase Emmanuel Arokodare,ST,60,550000.0,20,SUB,Right,3,2,1,51.0,61.0,43.0,52.0,26.0,71.0,30,64,68,54,58,55,34,30,31,56,49,52,36,52,34,65,68,55,85,53,59,14,55,49,63,48
15704,Unai Arietaleanizbeaskoa Miota,ST,60,550000.0,22,RES,Right,3,3,1,73.0,60.0,42.0,63.0,19.0,46.0,26,67,62,54,44,68,40,42,35,58,74,72,56,55,77,54,55,51,49,56,31,13,56,43,60,47
15720,David Mukuna-Trouet,ST,60,600000.0,19,SUB,Right,2,2,1,73.0,55.0,42.0,59.0,24.0,61.0,34,62,62,54,54,63,38,28,32,61,69,77,58,45,45,59,61,54,72,38,42,21,54,43,55,44
15721,Emrehan Gedikli,ST,60,625000.0,18,SUB,Right,3,2,1,61.0,60.0,47.0,56.0,24.0,54.0,42,66,65,55,55,52,48,35,33,60,59,63,61,53,63,62,59,49,62,49,37,18,61,49,50,47
15723,Israel Salazar Píriz,ST,60,675000.0,18,RES,Right,3,3,1,53.0,64.0,45.0,60.0,20.0,48.0,30,70,59,55,44,63,37,33,42,60,51,54,52,54,67,60,67,53,49,58,34,15,61,48,63,45
15737,Jack Stretton,ST,60,600000.0,19,SUB,Right,3,2,1,66.0,62.0,42.0,57.0,25.0,51.0,33,66,58,46,50,55,48,34,33,58,65,67,57,62,67,61,71,62,50,54,34,23,63,50,64,57
15740,Mattia Pagliuca,ST,60,650000.0,19,RES,Right,4,2,1,65.0,59.0,52.0,61.0,22.0,59.0,52,61,60,55,47,64,49,43,46,61,64,66,63,56,48,59,65,51,65,56,51,14,61,55,61,55
15753,Alex Gilbert,"LW, CAM, CF",60,625000.0,19,SUB,Right,4,2,1,76.0,61.0,51.0,61.0,27.0,49.0,54,60,43,52,53,63,53,42,41,58,72,79,73,46,67,69,43,42,51,59,54,22,59,57,50,49
15760,Tyreik Samuel Wright,"RW, RM",60,625000.0,19,SUB,Left,3,3,1,80.0,51.0,53.0,62.0,33.0,45.0,59,51,45,54,43,61,52,48,41,59,79,80,71,54,74,53,41,53,43,52,40,27,55,56,50,57
15772,Jelle Duin,ST,60,500000.0,22,RES,Left,3,2,1,44.0,63.0,46.0,55.0,26.0,67.0,35,64,68,57,58,59,38,32,41,52,47,42,48,52,54,66,63,59,76,56,56,24,60,45,69,54
15776,Michalis Kosidis,ST,60,600000.0,19,SUB,Right,3,2,1,66.0,60.0,47.0,58.0,23.0,65.0,39,64,60,55,56,57,38,37,43,62,65,67,59,45,52,63,60,55,76,51,51,16,57,47,62,55
15797,Jaden Philogene-Bidace,"RW, RM, LM",60,700000.0,19,SUB,Right,3,3,1,67.0,58.0,57.0,61.0,30.0,42.0,57,59,44,59,56,63,54,43,58,61,72,63,63,49,60,60,38,47,44,57,30,22,58,56,55,56
15818,Albin Mörfelt,"RW, CM",60,400000.0,21,SUB,Left,3,3,1,65.0,53.0,58.0,64.0,41.0,54.0,46,56,46,66,43,61,49,52,59,66,66,64,72,54,76,51,55,76,47,52,44,40,58,58,50,57
15820,Taïryk Arconte,"RW, LW",60,625000.0,17,SUB,Right,3,2,1,76.0,60.0,49.0,63.0,28.0,55.0,52,61,50,52,54,64,46,40,46,61,76,76,71,52,68,65,54,55,63,58,35,25,59,48,55,57
15824,Kuku Emmanuel Fidelis,"LW, ST",60,500000.0,22,RES,Left,3,3,1,68.0,67.0,51.0,65.0,24.0,50.0,45,70,57,55,65,71,58,41,50,60,65,70,56,60,69,69,54,55,56,63,29,20,50,51,69,54
15830,Chinonso Emeka,ST,60,525000.0,19,RES,Right,3,2,1,76.0,60.0,42.0,54.0,21.0,65.0,38,61,60,48,48,53,39,36,28,58,73,78,58,43,53,71,76,51,80,53,43,13,56,49,60,46
15831,Daniel David Jebbison,ST,60,625000.0,17,RES,Right,2,2,1,72.0,59.0,49.0,55.0,30.0,62.0,42,62,60,56,53,54,49,40,47,62,70,74,50,47,46,60,70,60,67,51,48,31,60,48,58,52
15834,Quiermo Dumay,"ST, LW",60,500000.0,20,SUB,Right,3,2,1,62.0,62.0,53.0,66.0,31.0,51.0,52,66,37,58,54,69,53,38,52,66,66,59,61,49,68,63,59,44,56,54,45,29,65,48,56,55
15839,Younes Bakiz,LW,60,500000.0,22,LW,Left,3,3,1,73.0,58.0,53.0,61.0,29.0,61.0,50,58,55,55,56,62,55,45,48,60,70,75,68,52,62,65,54,67,62,54,54,26,58,58,49,59
15842,Bradley Lucas Falcão Cini,ST,60,400000.0,21,ST,Right,3,2,1,80.0,59.0,50.0,63.0,18.0,58.0,45,63,52,53,53,61,50,50,48,59,81,79,84,61,83,58,71,70,56,54,43,16,55,50,60,50
15844,Kimmo Hovi,ST,60,300000.0,27,SUB,Right,2,2,1,66.0,60.0,52.0,57.0,25.0,66.0,46,64,65,58,45,58,48,53,50,55,69,63,68,52,59,60,78,64,71,57,52,30,56,52,52,50
15846,Leo Mikić,"ST, LM",60,375000.0,24,SUB,Right,3,3,1,74.0,60.0,48.0,60.0,24.0,55.0,55,64,57,48,47,63,56,34,36,58,72,76,60,52,64,62,65,61,57,52,38,25,57,52,58,48
15848,Djibril Fandje Touré,ST,60,775000.0,18,RES,Right,4,2,1,87.0,62.0,43.0,65.0,17.0,38.0,43,66,46,49,60,62,43,37,33,65,89,85,86,61,82,63,38,43,39,52,30,19,52,39,70,42
15851,Lasse Selvåg Nordås,ST,60,600000.0,19,SUB,Left,3,2,1,68.0,58.0,43.0,59.0,25.0,67.0,37,61,58,51,40,57,38,28,31,58,70,66,68,56,65,58,93,66,75,55,40,24,60,48,55,55
15857,John Iredale,ST,60,550000.0,21,SUB,Right,3,2,1,55.0,62.0,45.0,58.0,21.0,57.0,32,63,58,53,49,56,40,32,44,63,58,53,61,56,55,71,65,57,63,52,42,17,62,48,67,51
15858,Rudolf Ndualu,"RW, LW",60,550000.0,21,SUB,Right,3,2,1,72.0,56.0,52.0,64.0,29.0,65.0,59,59,42,55,49,65,47,45,49,64,69,74,71,50,68,61,56,68,68,47,55,25,50,47,55,49
15866,Valdir Henrique Barbosa da Silva,ST,60,550000.0,23,SUB,Right,3,3,1,84.0,59.0,43.0,65.0,21.0,48.0,30,63,55,49,53,66,44,32,41,62,82,85,74,55,76,59,56,65,40,53,43,15,59,50,58,52
15889,Tiago Çukur,ST,60,575000.0,18,ST,Right,2,3,1,58.0,60.0,50.0,57.0,26.0,70.0,39,59,60,56,52,62,40,42,46,57,51,63,45,56,32,66,48,59,84,56,55,19,59,59,63,58
15904,Chardi Landu,LW,60,600000.0,20,RES,Right,4,2,1,74.0,62.0,50.0,62.0,26.0,47.0,59,70,50,48,55,62,45,43,43,70,78,70,51,42,72,63,44,50,54,47,26,17,50,53,64,45
15914,Tristan Hammond,"LW, RW, CAM",60,625000.0,18,SUB,Right,3,4,1,85.0,51.0,50.0,64.0,26.0,44.0,55,53,30,51,42,66,50,33,46,63,88,83,72,48,70,58,52,58,42,42,28,23,53,50,47,48
15915,Ben Knight,RW,60,575000.0,19,RW,Left,2,3,1,65.0,59.0,52.0,67.0,28.0,43.0,55,62,41,53,53,71,50,50,41,69,63,66,62,43,75,68,43,41,46,47,37,29,54,58,64,52
15926,Iván Romero de Ávila,"ST, RW, LW",60,550000.0,20,RES,Right,3,4,1,69.0,58.0,43.0,59.0,22.0,53.0,27,62,59,55,50,61,37,32,32,56,68,69,56,59,72,55,62,54,59,53,32,15,63,48,55,44
15932,Kaito Mizuta,"RW, LW",60,550000.0,21,RES,Right,4,2,1,69.0,57.0,52.0,66.0,29.0,50.0,54,61,47,54,58,69,57,43,43,67,69,69,67,48,64,58,42,46,53,47,49,27,50,52,55,55
15933,Tijjani Noslin,ST,60,400000.0,21,SUB,Right,3,2,1,74.0,60.0,45.0,62.0,20.0,50.0,34,62,58,51,47,62,44,32,40,61,73,75,62,60,66,60,60,53,56,58,30,14,58,52,59,58
15937,Mimeirhel Benita,"RW, RB",60,625000.0,17,RES,Right,3,3,1,79.0,54.0,53.0,64.0,56.0,58.0,60,53,39,55,51,68,50,41,49,60,83,76,58,55,73,73,54,54,57,40,65,56,47,48,60,56
15940,Marvin Cuni,ST,60,525000.0,19,RES,Right,3,2,1,54.0,62.0,49.0,56.0,20.0,62.0,30,64,63,57,37,54,61,30,53,59,55,53,60,55,59,68,70,59,67,60,53,17,56,52,61,50
15942,Marko Divkovic,ST,60,550000.0,22,SUB,Left,2,3,1,75.0,59.0,44.0,62.0,20.0,51.0,30,62,50,53,48,61,31,28,41,62,76,74,70,59,68,60,60,58,54,54,31,19,60,54,57,55
15948,N'Dri Philippe Koffi,ST,60,600000.0,19,SUB,Right,2,2,1,74.0,64.0,50.0,62.0,22.0,49.0,39,66,48,56,59,66,52,35,47,59,75,73,59,59,62,68,54,54,53,58,29,14,48,56,69,54
